id,name,type
5445,夺命紫金丹,方剂
5446,夺天丹,方剂
5447,鹅胆膏,方剂
5448,鹅黄散,方剂
5449,鹅梨煎丸,方剂
5450,鹅梨汤,方剂
5451,鹅翎散,方剂
5452,鹅毛管眼药,方剂
5453,鹅实散,方剂
5454,鹅掌风浸剂,方剂
5455,鹅掌风药水,方剂
5456,鹅掌油,方剂
5457,蛾黄散,方剂
5458,遏赤霜,方剂
5459,遏火汤,方剂
5460,遏水至奇汤,方剂
5461,儿茶轻粉散,方剂
5462,儿茶散,方剂
5463,儿茶五倍散,方剂
5464,儿枕散,方剂
5465,耳底八宝油,方剂
5466,耳疳散,方剂
5467,耳疖散,方剂
5468,耳聋故纸丸,方剂
5469,耳聋鼠胆丸,方剂
5470,耳聋丸,方剂
5471,耳鸣丸,方剂
5472,耳炎散,方剂
5473,二八通玄丹,方剂
5474,二白干葛汤,方剂
5475,二白散,方剂
5476,二百味花草膏,方剂
5477,二宝丹,方剂
5478,二贝丸,方剂
5479,二参还睛汤,方剂
5480,二参汤,方剂
5481,二草丹,方剂
5482,二柴胡饮,方剂
5483,二陈加芎归汤,方剂
5484,二陈木通汤,方剂
5485,二陈平胃散,方剂
5486,二陈消核汤,方剂
5487,二陈芎归汤,方剂
5488,二陈竹茹汤,方剂
5489,二虫膏,方剂
5490,二丑夺命丹,方剂
5491,二丹丸,方剂
5492,二地二冬汤,方剂
5493,二冬二母汤,方剂
5494,二冬膏,方剂
5495,二冬清肺汤,方剂
5496,二冬汤,方剂
5497,二冬丸,方剂
5498,二矾汤,方剂
5499,二矾丸,方剂
5500,二防饮,方剂
5501,二粉散,方剂
5502,二甘汤,方剂
5503,二根汤,方剂
5504,二海丸,方剂
5505,二号扫风丸,方剂
5506,二合散,方剂
5507,二合丸,方剂
5508,二胡散,方剂
5509,二花散,方剂
5510,二黄丹,方剂
5511,二黄枯痔钉,方剂
5512,二黄三白丸,方剂
5513,二黄散,方剂
5514,二黄汤,方剂
5515,二黄丸,方剂
5516,二灰散,方剂
5517,二茴散,方剂
5518,二加减正气散,方剂
5519,二加龙骨汤,方剂
5520,二甲复脉汤,方剂
5521,二姜汤,方剂
5522,二姜丸,方剂
5523,二蛟散,方剂
5524,二角散,方剂
5525,二角消毒散,方剂
5526,二金散,方剂
5527,二金汤,方剂
5528,二金消黄饮,方剂
5529,二精丸,方剂
5530,二蜡膏,方剂
5531,二连四物汤,方剂
5532,二连汤,方剂
5533,二灵丹,方剂
5534,二灵散,方剂
5535,二苓化毒汤,方剂
5536,二苓汤,方剂
5537,二苓丸,方剂
5538,二龙大串,方剂
5539,二龙丹,方剂
5540,二美膏,方剂
5541,二美散,方剂
5542,二门冬饮,方剂
5543,二妙汤,方剂
5544,二妙丸,方剂
5545,二母二陈汤,方剂
5546,二母二冬汤,方剂
5547,二母固本丸,方剂
5548,二母清顺汤,方剂
5549,二母散,方剂
5550,二母汤,方剂
5551,二母丸,方剂
5552,二瓶糁,方剂
5553,二奇方,方剂
5554,二气丹,方剂
5555,二气黄金丸,方剂
5556,二气散,方剂
5557,二青散,方剂
5558,二仁丸,方剂
5559,二色丸,方剂
5560,二神散,方剂
5561,二神丸,方剂
5562,二生散,方剂
5563,二生汤,方剂
5564,二生丸,方剂
5565,二圣不老丹,方剂
5566,二圣大宝琥珀散,方剂
5567,二圣救苦丸,方剂
5568,二圣散,方剂
5569,二圣汤,方剂
5570,二圣丸,方剂
5571,二胜丸,方剂
5572,二十四味飞步散,方剂
5573,二十四味养脾丸,方剂
5574,二十因制清宁丸,方剂
5575,二石散,方剂
5576,二术柴葛汤,方剂
5577,二术二陈汤,方剂
5578,二术煎,方剂
5579,二术散,方剂
5580,二术四苓汤,方剂
5581,二术汤,方剂
5582,二霜膏,方剂
5583,二天同补丹,方剂
5584,二蜕散,方剂
5585,二味隔纸膏,方剂
5586,二味诮风散,方剂
5587,二味香茸丸,方剂
5588,二味消毒散,方剂
5589,二乌膏,方剂
5590,二乌散,方剂
5591,二物散,方剂
5592,二物汤,方剂
5593,二仙丹,方剂
5594,二仙糕,方剂
5595,二仙丸,方剂
5596,二鲜饮,方剂
5597,二贤散,方剂
5599,二香定痛散,方剂
5600,二香黄连散,方剂
5601,二香三建汤,方剂
5602,二香散,方剂
5603,二香丸,方剂
5604,二香养胃丸,方剂
5605,二香饮,方剂
5606,二消散,方剂
5607,二辛煎,方剂
5608,二阳丹,方剂
5609,二靥散,方剂
5610,二宜丹,方剂
5611,二宜丸,方剂
5612,二益丹,方剂
5613,二皂散,方剂
5614,二汁饮,方剂
5615,二至丸,方剂
5616,二制黄连膏,方剂
5617,二子二石汤,方剂
5618,二子散,方剂
5619,二子饮,方剂
5620,二紫汤,方剂
5621,法制槟榔,方剂
5622,法制冬青叶,方剂
5623,法制化痰丸,方剂
5624,法制生姜散,方剂
5625,法制消糟汤,方剂
5626,法制竹沥丸,方剂
5627,矾丹散,方剂
5628,矾复散,方剂
5629,矾葛散,方剂
5630,矾黄散,方剂
5631,矾硫散,方剂
5632,矾硫丸,方剂
5633,矾龙散,方剂
5634,矾石软膏,方剂
5635,矾石散,方剂
5636,矾石汤,方剂
5637,矾石丸,方剂
5638,矾香散,方剂
5639,矾消散,方剂
5640,矾朱散,方剂
5641,燔发散,方剂
5642,反经丸,方剂
5643,返本丸,方剂
5644,返魂丹,方剂
5645,返魂丸子,方剂
5646,返精丸,方剂
5647,返阴丹,方剂
5648,返元丸,方剂
5649,返蛰汤,方剂
5650,饭虎汤,方剂
5651,饭匙丸,方剂
5652,方脉流气饮,方剂
5653,芳香化湿汤,方剂
5654,芳香散,方剂
5655,防盗止汗汤,方剂
5656,防风败毒散,方剂
5657,防风败毒饮,方剂
5658,防风必效散,方剂
5659,防风补煎,方剂
5660,防风苍术汤,方剂
5661,防风当归散,方剂
5662,防风当归汤,方剂
5663,防风导赤散,方剂
5664,防风复元散,方剂
5665,防风葛根汤,方剂
5666,防风黄芩二物汤,方剂
5667,防风黄芩丸,方剂
5668,防风解毒汤,方剂
5669,防风荆芥散,方剂
5670,防风麻黄汤,方剂
5671,防风蔓荆丸,方剂
5672,防风羌活散,方剂
5673,防风羌活汤,方剂
5674,防风秦艽汤,方剂
5675,防风散,方剂
5676,防风散痧汤,方剂
5677,防风芍药汤,方剂
5678,防风升麻汤,方剂
5679,防风胜金汤,方剂
5680,防风胜湿汤,方剂
5681,防风天麻散,方剂
5682,防风天麻丸,方剂
5683,防风丸,方剂
5684,防风消毒散,方剂
5685,防风消毒饮,方剂
5686,防风泻肝散,方剂
5687,防风雄黄丸,方剂
5688,防风羊角汤,方剂
5689,防风饮,方剂
5690,防风饮子,方剂
5691,防风浴汤,方剂
5692,防风至宝汤,方剂
5693,防风煮肝散,方剂
5694,防附汤,方剂
5695,防桂术苓散,方剂
5696,防己地黄汤,方剂
5697,防己茯苓汤,方剂
5698,防己黄耆汤,方剂
5699,防己椒目葶苈大黄丸,方剂
5700,防己麻黄汤,方剂
5701,防己散,方剂
5702,防己汤,方剂
5703,防己葶苈丸,方剂
5704,防己丸,方剂
5705,防己宣痹汤,方剂
5706,防己苡仁汤,方剂
5707,防己饮,方剂
5708,防己枳壳汤,方剂
5709,防犀饮,方剂
5710,防已地黄汤,方剂
5711,防已茯苓汤,方剂
5712,防已黄芪汤,方剂
5713,防已散,方剂
5714,飞丹散,方剂
5715,飞矾散,方剂
5716,飞虎散,方剂
5717,飞龙夺命丹,方剂
5718,飞蛇散,方剂
5719,非风汤,方剂
5720,肥儿八珍糕,方剂
5721,肥儿糕,方剂
5722,肥儿散,方剂
5723,肥肌丸,方剂
5724,肥气丸,方剂
5725,肥油膏,方剂
5726,肥皂方,方剂
5727,肺脓疡合剂,方剂
5728,肺脓疡汤,方剂
5729,肺肾两益汤,方剂
5730,肺痿汤,方剂
5731,肺痈煎,方剂
5732,费氏代参丸,方剂
5733,痱子粉,方剂
5734,分气补心汤,方剂
5735,分气丸,方剂
5736,分气饮,方剂
5737,分气紫苏饮,方剂
5738,分清五淋丸,方剂
5739,分清饮,方剂
5740,分湿消毒至神丹,方剂
5741,分水丹,方剂
5742,分涎散,方剂
5743,分消湿热汤,方剂
5744,分消汤,方剂
5745,分消饮,方剂
5746,分心气散,方剂
5747,分心气饮,方剂
5748,分珠散,方剂
5749,分浊散,方剂
5750,焚香透膈散,方剂
5751,粉代散,方剂
5752,粉黛散,方剂
5753,粉丹散,方剂
5754,粉汗方,方剂
5755,粉汗散,方剂
5756,粉红散,方剂
5757,粉红丸,方剂
5758,粉黄膏,方剂
5759,粉灰散,方剂
5760,粉胶散,方剂
5761,粉灵砂,方剂
5762,粉麝散,方剂
5763,粉霜散,方剂
5764,粉霜丸,方剂
5765,粉香散,方剂
5766,忿气散,方剂
5767,獖猪胆丸,方剂
5768,獖猪胰膏,方剂
5769,风痹瘫痪药酒,方剂
5770,风病汤,方剂
5771,风化消丸,方剂
5772,风火散斑汤,方剂
5773,风火双解散,方剂
5774,风六合汤,方剂
5775,风热散,方剂
5776,风湿膏,方剂
5777,风湿六合汤,方剂
5778,风湿气膏,方剂
5779,风湿汤,方剂
5780,风湿镇痛丸,方剂
5781,风痰麻木风湿药酒,方剂
5782,风藤散,方剂
5783,风癣汤,方剂
5784,风癣药,方剂
5785,风药圣饼子,方剂
5786,风衣散,方剂
5787,风引汤,方剂
5788,风油膏,方剂
5789,封口药,方剂
5790,封脐膏,方剂
5791,封脐固阳膏,方剂
5792,封脐散,方剂
5793,封脐丸,方剂
5794,封髓丹,方剂
5795,封囟散,方剂
5796,疯气药酒,方剂
5797,疯油膏,方剂
5798,蜂矾散,方剂
5799,蜂房散,方剂
5800,蜂房汤,方剂
5801,蜂姜丸,方剂
5802,凤雏膏,方剂
5803,凤凰露,方剂
5804,凤凰油,方剂
5805,凤髓汤,方剂
5806,凤仙膏,方剂
5807,凤仙酒,方剂
5808,凤衣散,方剂
5809,凤珠丹,方剂
5810,佛手柑粥,方剂
5811,佛手目,方剂
5812,佛手散,方剂
5813,佛手汤,方剂
5814,佛座须丸,方剂
5815,敷鼻蚯蚓散,方剂
5816,敷齿立效散,方剂
5817,敷阳固精丸,方剂
5818,敷药铁箍散,方剂
5819,敷痔神膏,方剂
5820,扶劳四物汤,方剂
5821,扶老丸,方剂
5822,扶命生火丹,方剂
5823,扶脾散,方剂
5824,扶脾生脉散,方剂
5825,扶脾调肝汤,方剂
5826,扶脾丸,方剂
5827,扶气止啼汤,方剂
5828,扶气止血汤,方剂
5829,扶桑延年至宝丹,方剂
5830,扶桑至宝丹,方剂
5831,扶土抑木煎,方剂
5832,扶阳汤,方剂
5833,扶阳助胃汤,方剂
5834,扶元散,方剂
5835,扶元汤,方剂
5836,扶正驱邪散,方剂
5837,扶正散邪汤,方剂
5838,扶中汤,方剂
5839,芙蓉丹,方剂
5840,芙蓉膏,方剂
5841,芙蓉海马丹,方剂
5842,芙蓉酒,方剂
5843,芙蓉软膏,方剂
5844,芙蓉外敷法,方剂
5845,芙蓉杏,方剂
5846,服蛮煎,方剂
5847,茯莲煎,方剂
5848,茯苓白术汤,方剂
5849,茯苓半夏汤,方剂
5850,茯苓补心汤,方剂
5851,茯苓川芎汤,方剂
5852,茯苓导水汤,方剂
5853,茯苓地黄汤,方剂
5854,茯苓分气饮,方剂
5855,茯苓甘草汤,方剂
5856,茯苓膏,方剂
5857,茯苓桂枝白术甘草汤,方剂
5858,茯苓桂枝甘草大枣汤,方剂
5859,茯苓厚朴汤,方剂
5860,茯苓琥珀汤,方剂
5861,茯苓琥珀丸,方剂
5862,茯苓椒目丸,方剂
5863,茯苓理中汤,方剂
5864,茯苓皮汤,方剂
5865,茯苓人参散,方剂
5866,茯苓戎盐汤,方剂
5867,茯苓散,方剂
5868,茯苓渗湿汤,方剂
5869,茯苓升麻汤,方剂
5870,茯苓生化汤,方剂
5871,茯苓术散,方剂
5872,茯苓四逆汤,方剂
5873,茯苓汤,方剂
5874,茯苓天麻汤,方剂
5875,茯苓调血汤,方剂
5876,茯苓菟丝丸,方剂
5877,茯苓丸,方剂
5878,茯苓五味丸,方剂
5879,茯苓杏仁甘草汤,方剂
5880,茯苓杏仁煎,方剂
5881,茯苓饮,方剂
5882,茯苓饮子,方剂
5883,茯苓饮子,方剂
5884,茯苓燥湿汤,方剂
5885,茯苓泽泻汤,方剂
5886,茯苓栀子茵陈汤,方剂
5887,茯苓钟乳丸,方剂
5888,茯苓粥,方剂
5889,茯苓猪肾汤,方剂
5890,茯神膏,方剂
5891,茯神黄耆汤,方剂
5892,茯神麦冬汤,方剂
5893,茯神散,方剂
5894,茯神四逆汤,方剂
5895,茯神汤,方剂
5896,茯神丸,方剂
5897,茯神饮,方剂
5898,茯神煮散,方剂
5899,浮麦散,方剂
5900,浮萍地肤汤,方剂
5901,浮萍茯苓丸,方剂
5902,浮萍煎膏,方剂
5903,浮萍酒,方剂
5904,浮萍散,方剂
5905,浮萍汤,方剂
5906,浮萍丸,方剂
5907,浮石散,方剂
5908,浮石丸,方剂
5909,福靛散,方剂
5910,福建蛇药,方剂
5911,福胎饮,方剂
5912,福庭丸,方剂
5913,抚芎汤,方剂
5914,釜底抽薪散,方剂
5915,辅相振阳丸,方剂
5916,辅正祛邪汤,方剂
5917,腐尽生肌散,方剂
5918,妇宝胶归丸,方剂
5919,妇宝宁坤丸,方剂
5920,妇宝胜金丹,方剂
5921,妇康,方剂
5922,妇科白带丸,方剂
5923,妇科补益丸,方剂
5924,妇科得生丹,方剂
5925,妇科金丹,方剂
5926,妇科散瘀丸,方剂
5927,妇科调经丸,方剂
5928,妇科五淋丸,方剂
5929,妇女抽筋丸,方剂
5930,妇女救苦金丹,方剂
5931,妇女调经膏,方剂
5932,妇女乌发丹,方剂
5933,妇女香身丹,方剂
5934,妇女止痛酒,方剂
5935,妇人归附丸,方剂
5936,附骨汤,方剂
5937,附桂理阴煎,方剂
5938,附虎四斤丸,方剂
5939,附姜汤,方剂
5940,附术散,方剂
5941,附术汤,方剂
5942,附香散,方剂
5943,附芎散,方剂
5944,附栀煎,方剂
5945,附子八物汤,方剂
5946,附子败毒散,方剂
5947,附子半夏汤,方剂
5948,附子饼,方剂
5949,附子赤石脂丸,方剂
5950,附子大建中汤,方剂
5951,附子丁香散,方剂
5952,附子都气丸,方剂
5953,附子防风散,方剂
5954,附子膏,方剂
5955,附子回阳散,方剂
5956,附子煎,方剂
5957,附子建中汤,方剂
5958,附子粳米汤,方剂
5959,附子酒,方剂
5960,附子理苓汤,方剂
5961,附子理中汤,方剂
5962,附子六合汤,方剂
5963,附子六物汤,方剂
5964,附子麻黄汤,方剂
5965,附子散,方剂
5966,附子山茱萸汤,方剂
5967,附子升降汤,方剂
5968,附子丸,方剂
5969,附子温中汤,方剂
5970,附子温中丸,方剂
5971,附子五味散,方剂
5972,附子细辛汤,方剂
5973,附子泻心汤,方剂
5974,附子饮,方剂
5975,附子粥,方剂
5976,附子煮散,方剂
5977,复春丸,方剂
5978,复聪汤,方剂
5979,复方白鲜皮煎剂,方剂
5980,复方补骨脂酊,方剂
5981,复方大承气汤,方剂
5982,复方大陷胸汤,方剂
5983,复方丹参,方剂
5984,复方丹参注射液,方剂
5985,复方红砒膏,方剂
5986,复方马齿苋洗方,方剂
5987,复方墨旱莲软膏,方剂
5988,复方青黛糊剂,方剂
5989,复方十灰散,方剂
5990,复方乌头酊,方剂
5991,复肝丸,方剂
5992,复黄,方剂
5993,复煎散,方剂
5994,复明膏,方剂
5995,复明散,方剂
5996,复明丸,方剂
5997,复肾散,方剂
5998,复生散,方剂
5999,复生汤,方剂
6000,复生饮,方剂
6001,复寿延春丹,方剂
6002,复阳丹,方剂
6003,复音丸,方剂
6004,复元丹,方剂
6005,复元活血汤,方剂
6006,复元散,方剂
6007,复元汤,方剂
6008,复元通气散,方剂
6009,复元养荣汤,方剂
6010,复正散,方剂
6011,复正汤,方剂
6012,傅延年酒,方剂
6013,腹皮饮,方剂
6014,腹疝汤,方剂
6015,腹痛广济散,方剂
6016,腹痛煎,方剂
6017,腹痛丸,方剂
6018,覆盆子丸,方剂
6019,改容膏,方剂
6020,改容丸,方剂
6021,甘草粉蜜汤,方剂
6022,甘草附子汤,方剂
6023,甘草干姜茯苓白术汤,方剂
6024,甘草干姜汤,方剂
6025,甘草膏,方剂
6026,甘草归蜡膏,方剂
6027,甘草黄芩汤,方剂
6028,甘草煎,方剂
6029,甘草麻黄汤,方剂
6030,甘草蜜,方剂
6031,甘草散,方剂
6032,甘草水,方剂
6033,甘草汤,方剂
6034,甘草丸,方剂
6035,甘草小麦大枣汤,方剂
6036,甘草泻心汤,方剂
6037,甘豆汤,方剂
6038,甘豆竹叶汤,方剂
6039,甘桔防风汤,方剂
6040,甘桔化毒汤,方剂
6041,甘桔牛蒡汤,方剂
6042,甘桔汤,方剂
6043,甘桔泻肺汤,方剂
6044,甘桔元射场,方剂
6045,甘菊花散,方剂
6046,甘菊散,方剂
6047,甘菊汤,方剂
6048,甘露膏,方剂
6049,甘露汤,方剂
6050,甘露饮,方剂
6051,甘露饮子,方剂
6052,甘硼水,方剂
6053,甘羌麻附饮,方剂
6054,甘乳药捻,方剂
6055,甘石散,方剂
6056,甘松香丸,方剂
6057,甘松粥,方剂
6058,甘遂半夏汤,方剂
6059,甘遂散,方剂
6060,甘遂通结汤,方剂
6061,甘遂丸,方剂
6062,甘葶散,方剂
6063,肝痹散,方剂
6064,肝病复原丹,方剂
6065,肝肾兼资汤,方剂
6066,肝肾两舒汤,方剂
6067,肝肾双治汤,方剂
6068,肝痿汤,方剂
6069,肝胃二气丹,方剂
6070,肝炎冲剂,方剂
6071,柑皮煮散,方剂
6072,疳积饼,方剂
6073,疳积散,方剂
6074,疳积丸,方剂
6075,疳疾散,方剂
6076,感冒发散汤,方剂
6077,感冒,方剂
6078,感冒清热冲剂,方剂
6079,感冒退热冲剂,方剂
6080,感应膏,方剂
6081,感应丸,方剂
6082,橄榄膏,方剂
6083,橄榄散,方剂
6084,干蟾散,方剂
6085,干蟾丸,方剂
6086,干地黄散,方剂
6087,干地黄汤,方剂
6088,干地黄丸,方剂
6089,干葛半夏生姜汤,方剂
6090,干葛防风汤,方剂
6091,干葛清胃汤,方剂
6092,干葛汤,方剂
6093,干荷叶散,方剂
6094,干姜白术散,方剂
6095,干姜附子汤,方剂
6096,干姜黄连丸,方剂
6097,干姜黄芩黄连人参汤,方剂
6098,干姜人参半夏丸,方剂
6099,干姜散,方剂
6100,干姜汤,方剂
6101,干姜丸,方剂
6102,干藕节散,方剂
6103,干漆散,方剂
6104,干漆丸,方剂
6105,干生地黄散,方剂
6106,干桃散,方剂
6107,干颓汤,方剂
6108,干蝎丸,方剂
6109,干胭脂膏,方剂
6110,干眼药,方剂
6111,岗稔根汤,方剂
6112,高丽清心丸,方剂
6113,高良姜散,方剂
6114,高良姜汤,方剂
6115,高良姜丸,方剂
6116,高良姜羊肉汤,方剂
6117,高良姜粥,方剂
6118,高枕无忧散,方剂
6119,膏淋汤,方剂
6120,膏药,方剂
6121,藁本苍耳散,方剂
6122,藁本散,方剂
6123,藁本汤,方剂
6124,藁本丸,方剂
6125,藁本乌蛇汤,方剂
6126,藁本细辛散,方剂
6127,诰敕丸,方剂
6128,隔纸白玉膏,方剂
6129,隔纸膏,方剂
6130,膈气散,方剂
6131,膈气丸,方剂
6132,膈噎汤,方剂
6133,葛粉散,方剂
6134,葛粉丸,方剂
6135,葛粉粥,方剂
6136,葛根白虎汤,方剂
6137,葛根黄琴黄连汤,方剂
6138,葛根加半夏汤,方剂
6139,葛根解肌汤,方剂
6140,葛根牛蒡子汤,方剂
6141,葛根散,方剂
6142,葛根郁金汤,方剂
6143,葛根粥,方剂
6144,葛花半夏汤,方剂
6145,葛花解酲汤,方剂
6146,葛花平胃散,方剂
6147,葛花散,方剂
6148,葛连丸,方剂
6149,葛芍汤,方剂
6150,各等值奇汤,方剂
6151,更生散,方剂
6152,更衣大黄丸,方剂
6153,更衣丸,方剂
6154,公英汤,方剂
6155,攻毒散,方剂
6156,攻毒丸,方剂
6157,攻积丸,方剂
6158,攻坚散,方剂
6159,宫方感应丸,方剂
6160,宫颈炎散,方剂
6161,宫外孕Ⅱ号方,方剂
6162,宫外孕方,方剂
6163,宫外孕号方,方剂
6164,巩堤丸,方剂
6165,拱辰丹,方剂
6166,佝偻汤,方剂
6167,钩虫丸,方剂
6168,钩藤膏,方剂
6169,钩藤散,方剂
6170,钩藤生地竹沥饮,方剂
6171,钩藤汤,方剂
6172,钩藤丸,方剂
6173,钩藤饮,方剂
6174,狗宝散,方剂
6175,狗宝丸,方剂
6176,狗胆丸,方剂
6177,狗脊丸,方剂
6178,狗脊饮,方剂
6179,狗茎散,方剂
6180,狗米平胃丸,方剂
6181,狗皮膏,方剂
6182,狗肉粥,方剂
6183,枸橘汤,方剂
6184,枸苓丸,方剂
6185,枸杞膏,方剂
6186,枸杞根钦,方剂
6187,枸杞根散,方剂
6188,枸杞羹,方剂
6189,枸杞还童丸,方剂
6190,枸杞钦,方剂
6191,枸杞汤,方剂
6192,枸杞丸,方剂
6193,枸杞羊肾粥,方剂
6194,枸杞叶羹,方剂
6195,枸杞粥,方剂
6196,枸杞子散,方剂
6197,枸杞子丸,方剂
6198,构杞子丸,方剂
6199,箍毒神丹,方剂
6200,箍药,方剂
6201,古庵心肾丸,方剂
6202,古拜散,方剂
6203,古今录验续命汤,方剂
6204,古墨霜,方剂
6205,古卿古败散,方剂
6206,古瓦汤,方剂
6207,谷疸丸,方剂
6208,谷精草散,方剂
6209,谷精草汤,方剂
6210,谷精散,方剂
6211,谷精丸,方剂
6212,谷精夜明散,方剂
6213,谷糠油,方剂
6214,谷神丸,方剂
6215,谷芽枳实小柴胡汤,方剂
6216,骨槽风汤,方剂
6217,骨槽风丸,方剂
6218,骨刺丸,方剂
6219,骨髓丸,方剂
6220,骨碎补散,方剂
6221,骨碎补丸,方剂
6222,羖羊角汤,方剂
6223,鼓心散,方剂
6224,鼓胀槟榔丸,方剂
6225,鼓胀遇仙丹,方剂
6226,臌症神效散,方剂
6227,固本定喘汤,方剂
6228,固本耳聪丸,方剂
6229,固本膏,方剂
6230,固本还睛丸,方剂
6231,固本健阳丹,方剂
6232,固本酒,方剂
6233,固本理眩汤,方剂
6234,固本丸,方剂
6235,固本养荣汤,方剂
6236,固本止崩汤,方剂
6237,固肠散,方剂
6238,固肠汤,方剂
6239,固肠丸,方剂
6240,固肠饮,方剂
6241,固齿丹,方剂
6242,固齿膏,方剂
6243,固齿秘方,方剂
6244,固齿散,方剂
6245,固冲汤,方剂
6246,固精丸,方剂
6247,固精益肾暖脐膏,方剂
6248,固精种子丸,方剂
6249,固脬散,方剂
6250,固脬丸,方剂
6251,固气汤,方剂
6252,固气丸,方剂
6253,固肾丸,方剂
6254,固胎丸,方剂
6255,固胎饮,方剂
6256,固下人参煎,方剂
6257,固下丸,方剂
6258,固心丹,方剂
6259,固阳丹,方剂
6260,固阳煎,方剂
6261,固阳汤,方剂
6262,固阳丸,方剂
6263,固元汤,方剂
6264,固元饮,方剂
6265,固真丹,方剂
6266,固真散,方剂
6267,固真汤,方剂
6268,固真丸,方剂
6269,固中丸,方剂
6270,故纸散,方剂
6271,痼冷丸,方剂
6272,瓜蒂散,方剂
6273,瓜丁散,方剂
6274,瓜桂散,方剂
6275,瓜蒌根汤,方剂
6276,瓜蒌青黛丸,方剂
6277,瓜蒌仁汤,方剂
6278,瓜蒌散,方剂
6279,瓜蒌汤,方剂
6280,瓜蒌托里散,方剂
6281,瓜蒌丸,方剂
6282,瓜蒌枳实汤,方剂
6283,瓜篓根汤,方剂
6284,瓜篓仁汤,方剂
6285,瓜蔓散,方剂
6286,瓜幕神妙散,方剂
6287,瓜皮煎,方剂
6288,瓜石汤,方剂
6289,瓜消拔毒丹,方剂
6290,瓜子仁汁,方剂
6291,挂金散,方剂
6292,挂心散,方剂
6293,怪花散,方剂
6294,怪叶散,方剂
6295,观音救急丹,方剂
6296,观音救苦丹,方剂
6297,观音救苦甘露饮,方剂
6298,观音救苦膏,方剂
6299,观音救命散,方剂
6300,观音普济丹,方剂
6301,观音全蝎散,方剂
6302,观音人参胡桃汤,方剂
6303,观音散,方剂
6304,观音丸,方剂
6305,管仲散,方剂
6306,贯众散,方剂
6307,贯众汤,方剂
6308,贯众丸,方剂
6309,冠心二号方,方剂
6310,冠心苏合丸,方剂
6311,冠心通络丸,方剂
6312,灌鼻丸,方剂
6313,广？溃坚汤,方剂
6314,广笔鼠粘汤,方剂
6315,广疮膏,方剂
6316,广大重明汤,方剂
6317,广丹白及膏,方剂
6318,广嗣既济丸,方剂
6319,广胤丹,方剂
6320,广泽汤,方剂
6321,归柴饮,方剂
6322,归桂化逆汤,方剂
6323,归活温经汤,方剂
6324,归姜汤,方剂
6325,归灵汤,方剂
6326,归苓散,方剂
6327,归麦榆草汤,方剂
6328,归芪真武汤,方剂
6329,归气饮,方剂
6330,归茸丸,方剂
6331,归芍地黄汤,方剂
6332,归芍六君子汤,方剂
6333,归芍汤,方剂
6334,归芍天地煎,方剂
6335,归芍异功汤,方剂
6336,归芍饮,方剂
6337,归神丹,方剂
6338,归肾丸,方剂
6339,归尾泽兰汤,方剂
6340,归养心脾汤,方剂
6341,归元散,方剂
6342,归圆酒,方剂
6343,龟版丸,方剂
6344,龟背丸,方剂
6345,龟樗丸,方剂
6346,龟甲散,方剂
6347,龟甲汤,方剂
6348,龟蜡丹,方剂
6349,龟龄集,方剂
6350,龟鹿补冲汤,方剂
6351,龟鹿二仙胶,方剂
6352,龟肉丸,方剂
6353,龟头散,方剂
6354,龟胸丸,方剂
6355,鬼箭散,方剂
6356,鬼箭汤,方剂
6357,鬼箭丸,方剂
6358,鬼箭羽散,方剂
6359,鬼箭羽丸,方剂
6360,鬼哭丹,方剂
6361,鬼哭饮子,方剂
6362,鬼仙丹,方剂
6363,桂扁猪脏钦,方剂
6364,桂参汤,方剂
6365,桂菖散,方剂
6366,桂车汤,方剂
6367,桂附八珍汤,方剂
6368,桂附杜仲汤,方剂
6369,桂附二陈汤,方剂
6370,桂附理中汤,方剂
6371,桂附苓术饮,方剂
6372,桂附苓乌汤,方剂
6373,桂附散,方剂
6374,桂附汤,方剂
6375,桂附丸,方剂
6376,桂附逍遥散,方剂
6377,桂附止带汤,方剂
6378,桂红丸,方剂
6379,桂花饼,方剂
6380,桂花散,方剂
6381,桂黄丸,方剂
6382,桂姜汤,方剂
6383,桂浆粥,方剂
6384,桂荔汤,方剂
6385,桂灵散,方剂
6386,桂苓白术散,方剂
6387,桂苓白术丸,方剂
6388,桂苓甘露散,方剂
6389,桂苓理中汤,方剂
6390,桂苓木通散,方剂
6391,桂苓散,方剂
6392,桂苓神术汤,方剂
6393,桂苓术附汤,方剂
6394,桂苓汤,方剂
6395,桂苓丸,方剂
6396,桂苓薏羌汤,方剂
6397,桂磨散,方剂
6398,桂朴汤,方剂
6399,桂曲丸,方剂
6400,桂术二陈汤,方剂
6401,桂术加葱汤,方剂
6402,桂术汤,方剂
6403,桂香膏,方剂
6404,桂香散,方剂
6405,桂香汤,方剂
6406,桂香丸,方剂
6407,桂心釜墨散,方剂
6408,桂心汤,方剂
6409,桂心丸,方剂
6410,桂心消积丸,方剂
6411,桂辛散,方剂
6412,桂星散,方剂
6413,桂杏丸,方剂
6414,桂芎当归散,方剂
6415,桂枝白术汤,方剂
6416,桂枝柏叶汤,方剂
6417,桂枝半夏汤,方剂
6418,桂枝大黄汤,方剂
6419,桂枝丹皮地黄汤,方剂
6420,桂枝地黄阿胶汤,方剂
6421,桂枝二越婢一汤,方剂
6422,桂枝茯苓丸,方剂
6423,桂枝甘草汤,方剂
6424,桂枝红花汤,方剂
6425,桂枝黄芪汤,方剂
