祛风通络,搜风通络,疏风通络
祛风止痛,疏风止痛
平肝熄风,镇肝熄风
清热熄风,泻火熄风
清肝熄风,凉肝熄风
滋阴熄风,养阴熄风
养血熄风,和血熄风
豁痰熄风,涤痰熄风,化痰熄风
平肝潜阳,平肝潜镇
熄风解痉,熄风定痉,镇痉熄风
祛风解痉,祛风解［镇痉,祛风止痉
宣肺化痰,宣肺祛痰,豁痰宣肺
燥湿化痰,祛湿化痰,化痰除湿,豁痰除湿,化痰燥湿,豁痰燥湿
清热化痰,清热祛痰,清化热痰
泻火涤痰,清火涤痰,泻火化痰,清火化痰
清肺化痰,清金化痰
润燥化痰,润肺化痰,润化燥痰
温化寒痰,温阳化痰
祛寒化痰,散寒化痰
祛风化痰,治风化痰
理气化痰,行气化痰,理气祛痰,行气祛痰
降气化痰,降逆化痰,化痰降气,祛痰降气
化痰止咳,祛痰止咳
润燥化痰,润肺化痰,润化燥痰
温化寒痰,温阳化痰
祛寒化痰,散寒化痰
祛风化痰,治风化痰
理气化［痰,行气化痰,理气祛痰,行气祛痰
降气化痰,降逆化痰,化痰降气,祛痰降气
化痰止咳,祛痰止咳
化痰平喘,祛痰平喘
解表化饮,解表蠲饮
温阳化饮,温化寒饮,温散寒饮
化饮平喘,化饮定哮
化痰通络,化痰搜络
化痰散结,涤痰散结,化痰破结,涤痰破结,化痰散[破]结,祛痰软坚,豁痰软坚
化痰消瘿,化痰消瘤
开窍通闭,通窍开闭
清热开窍,泄热开窍
辛凉开窍,辛凉通窍
宁心开窍,宁神开窍
芳香开窍,辟秽开窍,芳香通窍,辟秽通窍
散寒开窍,散寒通窍,散寒开闭,散寒通闭,辛温开窍,辛温通窍
利湿开窍,化湿开窍,利湿通窍,化湿通窍
化痰开窍,祛痰开窍,涤痰开窍,豁痰开窍
温脏安蛔,温中安蛔,温脏驱蛔,温中驱蛔,安蛔定痛,安蛔缓痛
健脾驱虫,补脾驱虫
杀虫消疳,杀虫消积
重镇安神,潜镇安神
安神定志,宁心定志,安神定悸,宁心定悸
养心安神,补心安神
益气安神,益气定神
滋阴安神,养阴安神
和中安神,和胃安神
镇惊安神,镇心安神
消食导滞,消食化滞
消食和中,消食和胃
清热导滞,泄热导滞
和中消痞,和胃消痞
软坚散结,软坚消瘿,软坚消癥,软坚消肿
破积散结,破积消癥,破积消聚
益气散结,益气消癥
固表止汗,固表敛汗,敛汗固表
益气固表,补气固表
扶阳固表,助阳固表
敛阴固表,敛阴止汗
涩肠止泻,固肠止泻
涩肠止痢,固涩止痢
补肾摄精,固肾摄精
固崩止血,固崩止漏
固冲止血,固冲摄血
固摄止血,摄血止血
固冲止带,固肾止带,固涩止带
固涩敛乳,补气敛乳,固涩摄乳,补气摄乳
固摄敛泪,收敛止泪
固脬止遗,固脬止尿,固脬止淋,补气因脬
补气固摄,益气固摄
固护阴液,敛阴固脱
温阳固脱,温涩固脱
升提固涩,升清固涩
补肾固涩,固摄下元,固摄肾气
温肾固涩,温肾固下,温肾固脱
温肾固冲,补肾固冲
活血解毒,散血解毒,解毒化癌,解毒通络
排脓解毒,排脓托毒
扶正解毒,补益托毒,扶正托毒,托毒外出,托毒透邪
托毒护心,托里护心
发汗解毒,发汗驱毒
解毒消肿,化毒消肿,解毒散结,化毒散结
消肿软坚,消肿溃坚
祛腐消肿,去腐消肿
祛瘀排脓,散瘀排脓,逐瘀排脓
提脓祛腐,提脓去腐,祛腐排脓,祛腐提脓
托里排脓,托里透脓
托毒排脓,托毒透脓
祛腐生肌,去腐生肌
去毒生肌,排毒生肌
清解余毒,清透伏邪
祛风明目,疏风明目,搜风明目
清热明目,清肝明目,泻火明目,泄热明目
化瘀明目,活血明目,祛瘀明目
养血明目,养肝明目
通耳窍,利耳窍
疏风宣耳,祛风宣耳,疏风通耳,祛风通耳
泻肝清耳,泻胆清耳
除湿利耳,祛湿利耳,除湿通耳,祛湿通耳
祛痰利耳,祛痰通耳
滋阴濡耳,养阴濡耳
滋肝濡耳,滋肾濡耳
益气煦鼻,益补气煦鼻,益气通鼻,补气通鼻
温阳通鼻,升阳通鼻
滋阴通鼻,养阴通鼻,滋阴润鼻,养阴润鼻,滋阴濡鼻,养阴濡鼻
解毒利鼻,解毒通鼻
除湿利鼻,化浊利鼻,除湿通鼻,化浊通鼻
芳香通鼻,芳香通窍
疏风利咽,疏风利喉
散寒利咽,散寒利喉
清胃利咽,清胃利喉
祛痰利咽,祛痰利喉
理气利咽,理气利喉
逐瘀利咽,活血利咽
益气利咽,益气健喉
滋阴润咽,滋阴利咽
滋阴润喉,滋阴利喉
生津利咽,润燥利咽
行气开音,理气开音
补血健齿,养血健齿,补血固齿,养血固齿
降火固齿,清热固齿
祛湿利齿,化浊利齿,祛痰利齿
壮水制阳,滋阴抑阳
益火消阴,壮阳消阴
引火归原,导龙入海
散结,软坚
体针疗法,毫针疗法
点刺疗法,快速浅刺疗法
割治疗法,割脂疗法
挑治疗法,挑针疗法,针挑疗法,截根法
挑疳积法,挑四缝法
雷火针灸疗法,雷火神针疗法
太乙针灸疗法,太乙神针疗法
拔罐疗法,吸筒疗法
水针疗法,穴位注射疗法
电离子导入疗法,电药离子透入疗法,电离子透入疗法,电药离子导入疗法,直流电离子导入疗法,直流电药离子导入疗法,直流电离子透入疗法,直流电药离子透入疗法
推拿疗法,按摩疗法
小儿推拿疗法,小儿按摩疗法
捏脊疗法,捏积疗法
正骨推拿疗法,伤科推拿疗法,正骨按摩疗法,伤科按摩疗法
拍击疗法,棒击疗法
喉科擎拿疗法,喉科擒拿疗法
药熨疗法,热熨疗法
膏药疗法,名薄贴疗法
脐疗,敷脐疗,脐疗法,敷脐疗法
熏蒸疗法,汽浴疗法
放血疗法,针刺放血疗法
发泡疗法,天灸疗法
烧蚀疗法,点灼疗法
撮痧疗法,捏痧疗法,抓痧疗法
药筒疗法,药罐疗法
神灯照疗法,神火照疗法
吹耳疗法,耳内吹粉疗法
滴耳疗法,药液滴耳疗法
药末吹耳疗法,药末喷耳疗法
鼓气吹张疗法,咽鼓管鼓气吹张疗法
塞鼻疗法,药物塞鼻疗法
吹鼻疗法,吸药疗法,散剂吹鼻疗法,散剂吸药疗法
取嚏疗法,催嚏疗法,取嚏开窍疗法,催嚏开窍疗法
含漱疗法,药液漱口疗法
擦牙疗法,擦牙开噤疗法
吹喉疗法,咽部涂药疗法
药栓疗法,坐药疗法
药线疗法,药捻疗法
结扎疗法,缠扎疗法
夹板固定疗法,夹缚固定疗法
食疗,食物疗,食疗法,食物疗法
情志疗法,精神疗法
语言开导疗法,劝说开导疗法
以情胜情疗法,情志易性疗法
顺意疗法,顺情从欲疗法
药肚疗法,兜肚疗法
打灯火疗法,烧灯火疗法,爆灯火疗法
蜂毒疗法,蜂螫疗法
